bday,district,from,gender,to,year,week
20-april-1991,villupuram,hindu,M,islam,2012,48
27-july-1970,kanyakumari,hindu,M,islam,2012,48
3-february-1982,erode,hindu,F,islam,2012,48
21-february-1973,madurai,hindu,M,islam,2012,48
23-november-1994,madurai,hindu,F,islam,2012,48
13-june-1999,chennai,hindu,F,christian,2012,48
31-july-1989,chennai,hindu,M,christian,2012,48
8-march-1972,tiruppur,hindu,M,christian,2012,48
4-may-1963,villupuram,hindu,M,christian,2012,48
3-march-1987,villupuram,christian,F,hindu,2012,48
17-march-1965,tiruvallur,hindu,M,christian,2012,48
27-may-1982,dindigul,UNK,F,UNK,2012,48
3-november-1971,virudhunagar,christian,M,hindu,2012,48
17-july-1986,ramanathapuram,hindu,F,islam,2012,48
18-april-1991,vellore,hindu,F,islam,2012,48
24-october-1981,coimbatore,christian,F,hindu,2012,48
14-july-1988,krishnagiri),hindu,F,islam,2012,48
UNK,UNK,islam,M,hindu,2012,48
30-july-1971,chennai,hindu,F,islam,2012,48
7-may-1972,tirunelveli,UNK,M,UNK,2012,48
5-july-1973,villupuram,hindu,M,islam,2012,48
UNK,madurai,hindu,F,islam,2012,48
24-february-1978,thiruvannamalai,christian,M,hindu,2012,48
4-may-1965,salem,hindu,M,christian,2012,48
UNK,salem,hindu,M,christian,2012,48
12-october-1981,nagappattinam,hindu,M,islam,2012,48
UNK,erode,hindu,F,islam,2012,48
10-december-1977,tiruvallur,hindu,M,christian,2012,48
5-july-1953,villupuram,hindu,F,islam,2012,48
23-march-1987,the nilgiris,hindu,F,islam,2012,48
UNK,thiruvannamalai,hindu,F,christian,2012,48
2-july-1982,the nilgiris,hindu,M,islam,2012,48
27-february-1987,chennai,hindu,F,islam,2012,48
10-may-1976,theni,hindu,M,christian,2012,48
3-july-1983,chennai,hindu,M,islam,2012,48
22-february-1987,chennai,hindu,F,islam,2012,48
28-november-1985,cuddalore,hindu,F,islam,2012,48
23-may-1990,kancheepuram,hindu,F,christian,2012,48
1-april-1955,chennai,hindu,M,christian,2012,48
17-march-1968,tirunelveli,hindu,M,christian,2012,48
20-may-1986,tiruchirappalli,hindu,M,islam,2012,48
12-march-1984,tiruchirappalli,hindu,F,islam,2012,48
10-july-1956,tiruchirappalli,hindu,M,islam,2012,48
2-june-1979,vellore,islam,F,hindu,2012,48
31-may-1970,dindigul,hindu,M,islam,2012,48
6-november-1990,kancheepuram,christian,M,islam,2012,48
25thmay--,tirunelveli,hindu,F,christian,2012,48
17-may-1961,thoothukkudi,hindu,M,christian,2012,48
28-april-1982,coimbatore,hindu,M,christian,2012,48
1-july-1972,tiruppur,hindu,M,christian,2012,48
19-march-1965,tiruchirappalli,hindu,F,christian,2012,48
7-february-1980,tirunelveli,christian,F,hindu,2012,48
UNK,chennai,hindu,F,christian,2012,48
10-march-1974,villupuram,hindu,M,islam,2012,48
UNK,nagapattinam,hindu,M,islam,2012,48
UNK,ramanathapuram,islam,M,hindu,2012,48
UNK,thanjavur,hindu,M,christian,2012,48
UNK,ramanathapuram,islam,M,hindu,2012,48
UNK,ramanathapuram,hindu,F,islam,2012,48
UNK,chennai,hindu,M,islam,2012,48
10-june-1965,villupuram,hindu,M,islam,2012,48
12-june-1985,dindigul,hindu,F,islam,2012,48
28-may-1976,salem,islam,F,hindu,2012,48
23-january-1990,chennai,hindu,F,islam,2012,48
21--,chennai,hindu,F,christian,2012,48
24-july-1997,tiruvallur,hindu,F,christian,2012,48
UNK,chennai,hindu,F,christian,2012,48
UNK,sivakasi,hindu,M,christian,2012,48
19-july-1985,kanyakumari,christian,M,islam,2012,48
4-november-1977,tiruchirappalli,islam,F,christian,2012,48
18-july-1968,thiruchirappalli,hindu,M,christian,2012,48
9-july-1986,tirunelveli,hindu,F,christian,2012,48
20-june-1976,tiruchirappalli,hindu,M,christian,2012,48
2-february-2000,virudhunagar,hindu,M,christian,2012,48
21-april-2003,thanjavur,hindu,F,christian,2012,48
UNK,tirunelveli,christian,F,islam,2012,48
8-june-1975,thanjavur,christian,M,islam,2012,48
30-april-1988,thanjavur,hindu,F,islam,2012,48
4-june-1971,"thoothukkudi), residingat no. 19, asirwathapuram street, 1st ward, sathankulam(sp",hindu,M,islam,2012,48
13-june-1984,erode,hindu,M,islam,2012,48
30-september-1986,kanyakumari,hindu,F,islam,2012,48
21-june-1978,thoothukkudi,hindu,M,islam,2012,48
22-may-1972,chennai,islam,M,hindu,2012,48
26-may-1967,ramanathapuram,islam,F,hindu,2012,48
23-february-1963,tiruvallur,hindu,M,christian,2012,48
9-may-1982,thoothukkudi,christian,F,hindu,2012,48
5-june-1966,coimbatore,hindu,M,christian,2012,48
3-may-1976,madurai,hindu,F,islam,2012,44
16-april-1984,cuddalore,hindu,M,islam,2012,44
15-may-1983,dharmapuri,christian,F,hindu,2012,44
5-july-1997,villupuram,christian,M,hindu,2012,44
6--,villupuram,christian,F,hindu,2012,44
7-may-1970,chennai,hindu,F,christian,2012,44
4-march-1937,coimbatore,hindu,M,islam,2012,44
15-august-1948,coimbatore,hindu,F,islam,2012,44
4-march-1983,kanyakumari,hindu,M,islam,2012,44
21-april-1980,thanjavur,hindu,M,islam,2012,44
26-march-1988,viruthunagar,hindu,M,christian,2012,44
18-march-1986,sivagangai,christian,M,islam,2012,44
UNK,kancheepuram,christian,F,hindu,2012,44
10-august-1964,idukki-kerala,hindu,M,christian,2012,44
16-september-1989,chennai,hindu,M,islam,2012,44
UNK,chennai,hindu,M,islam,2012,44
22-may-1967,chennai,hindu,F,christian,2012,44
22-may-1978,coimbatore,islam,F,hindu,2012,44
15-march-1980,the nilgiris,christian,M,islam,2012,44
31-january-1989,nagappattinam,hindu,F,islam,2012,44
18-june-1975,salem,christian,F,hindu,2012,44
7-april-1994,virudhunagar,hindu,M,islam,2012,44
13-december-1984,chennai,hindu,M,christian,2012,44
12-may-1991,tiruvallur,hindu,M,christian,2012,44
20-july-1990,krishnagiri,hindu,M,islam,2012,44
30-march-2005,chennai,hindu,M,islam,2012,44
26-august-1971,thoothukkudi,christian,M,hindu,2012,44
20-december-1976,ramanathapuram,hindu,M,islam,2012,44
28-may-1954,thenilgiris,christian,F,hindu,2012,44
10-august-1966,ramanathapuram,hindu,M,islam,2012,44
21-july-1975,vellore,hindu,M,christian,2012,44
7-december-1989,ramanathapuram,hindu,F,islam,2012,44
UNK,the nilgiris,christian,M,islam,2012,44
26-may-1969,coimbatore,hindu,M,islam,2012,44
27-august-1988,coimbatore,christian,F,islam,2012,44
5-february-1966,tiruvallur,hindu,M,christian,2012,44
14-july-1986,dindigul,hindu,M,islam,2012,44
7-september-1956,thanjavur,hindu,M,christian,2012,44
8-august-1953,tirunelveli,hindu,M,christian,2012,44
4-march-1988,chennai,hindu,F,christian,2012,44
20-june-1994,chennai,hindu,F,islam,2012,44
UNK,coimbatore,hindu,M,christian,2012,44
26-may-1983,kancheepuram,hindu,F,christian,2012,44
1-june-1993,tirunelveli,christian,M,islam,2012,44
14-may-1965,kanyakumari,hindu,F,islam,2012,44
7-may-1994,tiruvarur,hindu,M,islam,2012,44
21-may-1988,krishnagiri,hindu,M,christian,2012,44
UNK,madurai,hindu,M,christian,2012,44
1-july-1987,krishnagiri,hindu,M,christian,2012,44
21-may-1987,chennai,hindu,M,hindu,2012,44
18-august-1988,krishnagiri,hindu,M,christian,2012,44
9-june-1974,cuddalore,hindu,M,christian,2012,44
UNK,chennai,hindu,F,islam,2012,44
7-july-1986,thanjavur,hindu,F,islam,2012,44
27--,kancheepuram,islam,M,christian,2012,44
UNK,chennai,islam,F,christian,2012,44
3-may-1984,vellore,hindu,F,christian,2012,44
1-may-1964,chennai,hindu,M,christian,2012,44
15-june-1981,vellore,christian,F,hindu,2012,44
26-october-1998,chennai,hindu,M,christian,2012,44
11-april-1969,chennai,hindu,F,christian,2012,44
9-march-1985,UNK,hindu,M,islam,2012,44
26-march-1964,"kancheepuram), residing at no. 5/9, malli street, k.k. nagar,perungalathur, chennai-600 063, has converted to christianitywith the name of joseph daniel a. on 15th may 1995.a. ªõƒè«ìê¡.3502.thirumathi s. anusuya (hindu",hindu,F,islam,2012,44
20-september-1966,chennai,hindu,M,christian,2012,44
UNK,vellore,UNK,M,UNK,2012,44
UNK,tiruvallur,christian,F,hindu,2012,44
4-november-1985,thoothukkudi,hindu,M,islam,2012,44
7-march-1990,chennai,hindu,F,islam,2012,44
9-may-1986,UNK,hindu,F,islam,2012,44
3-june-1989,UNK,hindu,F,islam,2012,44
3-june-1989,UNK,hindu,M,islam,2012,44
UNK,salem,hindu,M,islam,2012,44
UNK,ramanathapuram,hindu,F,christian,2012,44
8-november-1985,thoothukkudi,hindu,M,christian,2012,44
10-october-1982,chennai,hindu,F,islam,2012,44
6-may-1982,tirunelveli,hindu,M,christian,2012,4
10-january-1988,dindugal,hindu,F,islam,2012,4
UNK,kanyakumari,islam,M,christian,2012,4
UNK,tiruppur,UNK,F,UNK,2012,4
UNK,dharmapuri,hindu,F,islam,2012,4
UNK,chennai,hindu,M,islam,2012,4
16-march-1973,kancheepuram,hindu,F,islam,2012,4
11-april-1972,tirunelveli,hindu,M,islam,2012,4
20-january-1987,tirunelveli,hindu,M,christian,2012,4
3-march-1985,pudukkottai,hindu,F,christian,2012,4
9-july-1968,coimbatore,hindu,F,christian,2012,4
18-march-1990,thanjavur,hindu,F,islam,2012,4
10-july-1984,thiruvannamalai,hindu,M,islam,2012,4
16-june-1990,tiruvallur,hindu,M,christian,2012,4
5-july-1987,vellore,hindu,M,christian,2012,4
17-june-1990,kancheepuram,hindu,M,islam,2012,4
2-january-1991,vellore,hindu,M,christian,2012,4
24-april-1997,tiruvallur,hindu,F,islam,2012,4
10-june-1969,chennai,islam,F,hindu,2012,4
UNK,tiruvallur,hindu,F,islam,2012,4
2-january-1953,thanjavur,hindu,M,islam,2012,4
17-november-1989,chennai,hindu,M,islam,2012,4
1-may-1991,thoothukkudi,hindu,M,islam,2012,4
12-august-1983,chennai,hindu,F,islam,2012,4
30-may-1987,kanyakumari,christian,F,islam,2012,4
23-november-1987,kanyakumari,hindu,F,islam,2012,4
23-november-1966,theni,christian,F,hindu,2012,4
30-may-1993,kanyakumari,hindu,M,islam,2012,4
18-april-1979,virudhunagar,christian,F,hindu,2012,4
5-june-1947,tirunelveli,hindu,M,christian,2012,4
9-december-1980,chennai,islam,F,hindu,2012,4
28-may-1977,nagapattinam,hindu,M,islam,2012,4
13-may-1972,kanyakumari,hindu,M,christian,2012,4
15-june-1988,kancheepuram,hindu,F,islam,2012,4
29-june-1989,chennai,hindu,F,islam,2012,4
21-may-1978,theni,hindu,F,islam,2012,4
5-januaty-1982,tirunelveli,hindu,F,christian,2012,4
14-january-1966,kollamkerala,hindu,F,christian,2012,4
15-april-1973,tiruchirappalli,hindu,F,islam,2012,4
10-september-1985,thoothukkudi,hindu,M,islam,2012,4
5-january-1975,tiruchirappalli,hindu,F,islam,2012,4
27-april-1988,erode,hindu,F,islam,2012,4
UNK,tiruchirappalli,hindu,M,islam,2012,4
UNK,chennai,christian,F,islam,2012,4
25-may-1985,cuddalore,hindu,F,islam,2012,4
7-may-1965,tiruvallur,UNK,M,UNK,2012,4
5-june-1969,tiruvallur,UNK,F,UNK,2012,4
20-october-1991,chennai,hindu,F,islam,2012,4
3-november-1990,tiruvallur,UNK,M,UNK,2012,4
3-july-1988,chennai,hindu,F,islam,2012,4
20-november-1993,tiruvallur,UNK,F,UNK,2012,4
5-april-1986,tirunelveli,hindu,M,islam,2012,4
20-november-1984,madurai,hindu,M,islam,2012,4
15-march-1969,kancheepuram,hindu,F,islam,2012,4
2-april-1991,the nilgiris,hindu,M,islam,2012,4
6-july-1978,ariyalur,hindu,M,islam,2012,4
14-february-1969,chennai,hindu,M,christian,2012,4
19-may-1981,tiruvallur,hindu,M,islam,2012,4
UNK,chennai,hindu,M,islam,2012,4
UNK,virudhunagar,hindu,M,christian,2012,4
13-november-1997,theni,christian,M,hindu,2012,4
UNK,thanjavur,christian,M,hindu,2012,4
10-march-1975,kancheepuram,hindu,F,islam,2012,4
5-december-1970,chennai,hindu,M,christian,2012,4
21-september-1990,chennai,hindu,F,christian,2012,4
17-november-1989,tiruvallur,hindu,M,islam,2012,4
30-may-1986,cuddalore,hindu,F,islam,2012,4
UNK,tiruvallur,christian,F,islam,2012,4
20-june-1957,thoothukkudi,hindu,M,christian,2012,4
5-july-1980,coimbatore,hindu,M,islam,2012,4
26-august-1977,pudukkottai,christian,M,hindu,2012,32
5-june-1975,pudukkottai,UNK,F,UNK,2012,32
2-june-1990,coimbatore,hindu,M,islam,2012,32
31-july-1999,coimbatore,hindu,M,islam,2012,32
15--,coimbatore,hindu,F,islam,2012,32
11-august-1975,virudhunagar,christian,F,hindu,2012,32
5--,coimbatore,hindu,M,islam,2012,32
7-april-1988,kanyakumari,hindu,F,islam,2012,32
17-july-1989,tiruchirappalli,hindu,M,islam,2012,32
15-april-1972,coimbatore,christian,M,hindu,2012,32
26-december-1978,chennai,christian,M,islam,2012,32
15-june-1984,vellore,hindu,F,christian,2012,32
15-july-1988,meccasaudi arabia,islam,F,hindu,2012,32
14-october-1981,chennai,hindu,M,christian,2012,32
13-october-1959,tiruvallur,hindu,M,christian,2012,32
31-july-1987,coimbatore,christian,F,hindu,2012,32
UNK,nagapattinam,christian,F,hindu,2012,32
23-september-1948,thiruvarur,christian,M,hindu,2012,32
UNK,kakinada-andhrapradesh,hindu,F,islam,2012,32
UNK,vellore,hindu,M,christian,2012,32
UNK,virudhunagar,christian,M,islam,2012,32
1-november-2006,tiruvallur,christian,F,hindu,2012,32
21-may-1980,tirunelveli,hindu,F,islam,2012,32
6-october-1977,chennai,hindu,F,islam,2012,32
UNK,kancheepuram,hindu,F,christian,2012,32
5-june-1980,villupuram,hindu,M,islam,2012,32
31-march-1982,tiruppur,hindu,M,islam,2012,32
30-september-1974,chennai,hindu,F,christian,2012,32
UNK,coimbatore,hindu,F,christian,2012,32
5-may-1974,karur,hindu,M,christian,2012,32
24-july-1989,the nilgiris,hindu,F,christian,2012,32
26-january-1962,salem,hindu,M,christian,2012,32
7-february-1978,"chennai), residing at no. 4/10, krishna street, vivekkanandanagar (annex",islam,F,hindu,2012,32
14-december-1977,chennai,christian,F,hindu,2012,32
UNK,virudhunagar,hindu,M,christian,2012,32
4-may-1963,perambalur,hindu,M,islam,2012,32
20-june-1988,salem,hindu,M,islam,2012,32
5-may-1975,coimbatore,hindu,F,christian,2012,32
13-march-1993,kanyakumari,hindu,M,islam,2012,32
24-january-1976,chennai,christian,M,hindu,2012,32
10-december-1973,"chennai), residing at no. 4/10, krishna street, vivekkanandanagar (anex",islam,F,hindu,2012,32
19-november-1984,thanjavur,christian,F,islam,2012,32
27-september-1958,thanjavur,islam,M,hindu,2012,32
13-march-1991,chennai,hindu,M,christian,2012,32
12-june-1971,namakkal,hindu,M,christian,2012,32
10-september-1981,chennai,hindu,M,christian,2012,32
11-august-1953,tiruvallur,hindu,M,christian,2012,32
29-june-1971,chennai,christian,F,hindu,2012,32
23-april-1972,UNK,christian,M,hindu,2012,32
27thjuly--,chennai,christian,F,hindu,2012,32
18-january-1995,chennai,hindu,F,islam,2012,32
17-february-1990,the nilgiris,hindu,M,islam,2012,32
18-july-1989,chennai,hindu,M,islam,2012,32
20-june-1982,kanyakumari,hindu,F,islam,2012,32
10-june-1984,nagapattinam,hindu,M,islam,2012,32
30-october-1983,salem,hindu,M,islam,2012,32
6-july-1982,namakkal,hindu,F,islam,2012,32
18-may-1965,villupuram,christian,F,hindu,2012,32
27-june-1993,villupuram,christian,M,hindu,2012,32
29-june-1944,chennai,hindu,F,christian,2012,32
9-april-1956,chennai,hindu,M,christian,2012,32
22-may-1976,tiruchirappalli,hindu,M,islam,2012,32
3-july-1978,tiruchirappalli,hindu,M,islam,2012,32
2-october-2006,chennai,hindu,F,christian,2012,32
UNK,thiruvannamalai,christian,M,christian,2012,32
22-february-1978,the-nilgiris,hindu,M,christian,2012,32
9-july-1976,the-nilgiris,hindu,F,christian,2012,32
7-may-1952,kanyakumari,UNK,M,UNK,2012,32
UNK,chennai,christian,F,islam,2012,32
14-september-1966,tiruchirappalli,christian,M,hindu,2012,32
11-march-1993,tirunelveli,hindu,M,christian,2012,32
UNK,thoothukkudi,UNK,M,UNK,2012,32
UNK,vellore,islam,F,christian,2012,32
UNK,coimbtore,hindu,F,islam,2012,32
7-march-1982,coimbatore,christian,F,hindu,2012,32
18-april-1962,pudukkottai,UNK,M,UNK,2012,32
12-august-1981,kuwait,christian,F,islam,2012,32
12-july-1969,tirunelveli,christian,M,hindu,2012,32
6-august-1974,cuddalore,christian,F,hindu,2012,32
7-march-1990,the nilgiris,hindu,M,islam,2012,32
UNK,chennai,hindu,M,christian,2012,32
24-january-1980,salem,hindu,F,christian,2012,11
11-january-1993,thanjavur,hindu,F,islam,2012,11
12-january-1973,tiruchirappalli,hindu,M,christian,2012,11
26-november-1981,tiruvallur,hindu,F,christian,2012,11
23-march-1970,ramanathapuram,christian,M,islam,2012,11
11-march-1986,villupuram,hindu,F,islam,2012,11
6-april-1953,thanjavur,christian,M,hindu,2012,11
5-february-1954,thanjavur,christian,F,hindu,2012,11
2-february-1990,cuddalore,hindu,M,islam,2012,11
20-may-1992,villupuram,hindu,F,islam,2012,11
4-october-1987,chennai,islam,F,hindu,2012,11
23-october-1962,tirunelveli,hindu,M,christian,2012,11
26-september-1964,kancheepuram,hindu,F,christian,2012,11
10-march-1997,chennai,hindu,M,christian,2012,11
UNK,thanjavur,christian,M,hindu,2012,11
22-october-1989,thanjavur,christian,M,hindu,2012,11
2-january-1984,thanjavur,christian,F,hindu,2012,11
6-june-1980,thanjavur,christian,M,hindu,2012,11
16-june-1963,thanjavur,christian,F,hindu,2012,11
23-december-1956,thanjavur,christian,M,hindu,2012,11
15-february-1986,tiruvarur,hindu,F,islam,2012,11
14-may-1985,kancheepuram,hindu,M,christian,2012,11
26-april-1960,thanjavur,christian,F,hindu,2012,11
28-may-1987,thanjavur,christian,F,hindu,2012,11
5-may-1980,dindigul,hindu,F,islam,2012,11
14-january-1990,ramanathapuram,hindu,M,islam,2012,11
12-june-1994,ramanathapuram,hindu,M,islam,2012,11
3-february-1965,virudhunagar,hindu,F,islam,2012,11
3-june-1980,sivagangai,hindu,M,islam,2012,11
UNK,the nilgiris,christian,M,islam,2012,11
4-december-1977,ramanathapuram,hindu,F,islam,2012,11
22-february-1987,tirunelveli,hindu,M,islam,2012,11
12-june-1990,ramanathapuram,hindu,F,islam,2012,11
UNK,tiruchirappalli,hindu,M,christian,2012,11
4-june-1971,tiruchirappalli,hindu,F,christian,2012,11
1-march-1991,theni,hindu,F,islam,2012,11
7-january-1981,chennai,hindu,M,islam,2012,11
21-march-1985,thoothukkudi,hindu,M,islam,2012,11
UNK,thiruvannamalai,hindu,M,islam,2012,11
1-october-1975,thanjavur,hindu,F,christian,2012,11
22-february-1976,chennai,hindu,F,christian,2012,11
2-june-1986,coimbatore,hindu,F,christian,2012,11
4-october-1985,villupuram,hindu,M,islam,2012,11
26-july-1986,kancheepuram,hindu,F,islam,2012,11
10-may-1973,coimbatore,hindu,M,islam,2012,11
12-february-1985,chennai,islam,M,hindu,2012,11
5-february-1989,tiruvallur,hindu,F,islam,2012,11
17-november-1957,chennai,hindu,F,islam,2012,11
4-june-1981,tiruppur,hindu,M,christian,2012,11
5-march-1965,tiruppur,hindu,M,christian,2012,11
20-august-1988,ramanathapuram,hindu,F,islam,2012,11
6-september-1987,chennai,hindu,M,christian,2012,11
15-april-1983,kancheepuram,hindu,M,christian,2012,11
5-april-1980,madurai,hindu,M,christian,2012,11
19-june-1971,kanyakumari,hindu,M,christian,2012,11
3-may-1970,virudhunagar,islam,M,hindu,2012,11
8-april-1991,chennai,hindu,M,islam,2012,11
13-march-1964,coimbatore,hindu,M,islam,2012,11
UNK,tiruppur,hindu,M,islam,2012,11
25-july-1990,thanjavur,christian,M,hindu,2012,11
25-may-1963,thanjavur,christian,M,hindu,2012,11
20-january-1967,thanjavur,christian,F,hindu,2012,11
7-august-1989,kancheepuram,christian,F,hindu,2012,11
3-january-1968,theni,hindu,M,christian,2012,11
4-june-1978,chennai,hindu,M,christian,2012,11
4-may-1962,krishnagiri,hindu,M,christian,2012,11
9-july-1987,thanjavur,christian,M,hindu,2012,11
26-april-1983,nagapattinam,hindu,M,islam,2012,11
18-may-1986,thanjavur,christian,M,hindu,2012,11
26-october-1987,tiruchirappalli,hindu,F,islam,2012,11
7-june-1984,thiruvannamalai,hindu,F,islam,2012,11
23-june-1998,tiruchirappalli,hindu,M,islam,2012,11
2-june-1981,vellore,hindu,F,islam,2012,11
5-february-1971,coimbatore,hindu,M,christian,2012,11
17-december-1953,tirunelveli,hindu,F,islam,2012,11
17-april-1983,chennai,islam,F,hindu,2012,11
15-november-1961,tirunelveli,hindu,M,christian,2012,11
12-february-1967,nagapattinam,hindu,M,islam,2012,11
UNK,madurai,hindu,F,islam,2012,11
26-march-1986,theni,hindu,F,christian,2012,11
UNK,chennai,hindu,F,christian,2012,11
UNK,chennai,hindu,M,christian,2012,11
10-december-1953,sivagangai,hindu,M,islam,2012,11
4-april-1990,sivagangai,hindu,M,islam,2012,11
31-may-1954,vellore,hindu,M,islam,2012,11
4-november-1981,thoothukkudi,hindu,F,islam,2012,11
12-march-1984,tiruchirappalli,islam,M,hindu,2012,11
20-may-1985,chennai,hindu,F,christian,2012,11
10-february-1967,thenilgiris,UNK,M,UNK,2012,11
21-january-1998,tiruppur,islam,F,hindu,2012,11
18--,sivagangai,UNK,F,UNK,2012,11
25-august-2005,chennai,christian,F,islam,2012,11
7--,coimbatore,hindu,F,christian,2012,11
20-march-1980,madurai,hindu,M,christian,2012,11
18-february-1965,virudhunagar,UNK,M,UNK,2012,11
2-february-1980,chennai,hindu,F,islam,2012,11
6-december-1950,tiruvallur,hindu,F,christian,2012,11
25-april-1965,kancheepuram,hindu,F,christian,2012,11
4-july-2005,chennai,hindu,F,christian,2012,11
1-november-1970,chennai,hindu,M,christian,2012,11
10-january-1981,thanjavur,islam,M,hindu,2012,11
3-june-1978,"tiruppur), residing atno. 49 (6",hindu,M,islam,2012,11
14-march-1945,kancheepuram,hindu,F,christian,2012,11
UNK,chennai,hindu,M,christian,2012,11
5-april-1990,madurai,hindu,F,islam,2012,11
15-september-1981,chennai,hindu,F,islam,2012,11
29-june-1967,erode,christian,M,hindu,2012,14
23-march-1961,thoothukkudi,hindu,M,christian,2012,14
20-january-1983,thoothukkudi,christian,F,hindu,2012,14
5-march-1981,thoothukkudi,hindu,M,christian,2012,14
28-march-1989,dindigul,hindu,F,islam,2012,14
16-may-1983,coimbatore,hindu,F,islam,2012,14
20-january-1983,perambalur,hindu,F,islam,2012,14
5-february-1987,coimbatore,christian,F,islam,2012,14
26-may-1976,chennai,hindu,F,islam,2012,14
12-may-1983,theni,hindu,M,islam,2012,14
UNK,chennai,hindu,F,islam,2012,14
UNK,nagapattinam,islam,M,hindu,2012,14
1-june-1981,cuddalore,hindu,F,christian,2012,14
10-april-1974,villupuram,hindu,F,islam,2012,14
9-may-1980,tirunelveli,hindu,M,christian,2012,14
27-february-1986,chennai,hindu,F,islam,2012,14
14-august-1986,perambalur,christian,F,hindu,2012,14
6-may-1979,virudhunagar,hindu,M,christian,2012,14
UNK,chennai,islam,M,hindu,2012,14
5-february-1982,tiruvallur,hindu,M,christian,2012,14
10-august-1959,tiruvallur,hindu,M,christian,2012,14
3-january-2009,thoothukkudi,hindu,F,christian,2012,14
2-july-1960,madurai,christian,M,hindu,2012,14
13-june-1977,thiruvallur,hindu,M,christian,2012,14
18-april-1978,chennai,hindu,M,christian,2012,14
21-march-1992,vellore,hindu,F,islam,2012,14
20-july-1963,cuddalore,hindu,F,islam,2012,14
12-april-1989,coimbatore,hindu,F,islam,2012,14
30-october-1974,chennai,hindu,F,christian,2012,14
4-august-1980,villupuram,hindu,M,christian,2012,14
27-september-1987,cuddalore,hindu,M,islam,2012,14
8-june-1966,ramanathapuram,hindu,F,islam,2012,14
28-february-1974,chennai,hindu,M,islam,2012,14
4-march-1990,ramanathapuram,hindu,F,islam,2012,14
25-may-1986,dindigul,christian,F,hindu,2012,14
5-january-1992,ramanathapuram,hindu,M,islam,2012,14
26-september-1971,pudukkottai,hindu,F,islam,2012,14
9-april-1946,villupuram,hindu,M,christian,2012,14
15-june-1985,villupuram,hindu,M,islam,2012,14
6-march-1993,ramanathapuram,hindu,M,islam,2012,14
21-december-1997,tiruppur,hindu,F,islam,2012,14
20-december-1995,tiruppur,hindu,F,islam,2012,14
UNK,madurai,hindu,F,islam,2012,14
13-june-1979,chennai,islam,F,hindu,2012,14
1-may-1957,dindigul,christian,M,islam,2012,26
1-june-1977,virudhunagar,christian,M,hindu,2012,26
UNK,chennai,hindu,F,islam,2012,26
1-july-1980,salem,hindu,M,islam,2012,26
10-april-1988,tiruchirappalli,hindu,M,islam,2012,26
15-june-1945,ramanathapuram,hindu,M,islam,2012,26
7-march-1995,vellore,hindu,F,christian,2012,26
18-march-1967,chennai,hindu,M,christian,2012,26
5-august-1958,virudhunagar,christian,M,hindu,2012,26
5-february-1978,dindigul,christian,M,hindu,2012,26
10-september-1994,virudhunagar,christian,F,hindu,2012,26
16-march-1992,tirunelveli,hindu,F,islam,2012,26
12-august-1988,chennai,islam,M,hindu,2012,26
16-january-1986,tiruchirappalli,hindu,F,islam,2012,26
12-june-1986,villupuram,hindu,F,christian,2012,26
3-august-1984,perambalur,hindu,F,islam,2012,26
UNK,tiruchirappalli,hindu,M,islam,2012,26
1-july-1981,thoothukkudi,hindu,M,islam,2012,26
22-october-1974,kancheepuram,christian,F,hindu,2012,26
17-august-1975,kancheepuram,hindu,F,christian,2012,26
UNK,chennai,hindu,M,christian,2012,26
22-december-1997,kancheepuram,hindu,M,christian,2012,26
26--,kancheepuram,hindu,M,christian,2012,26
5-may-1980,thoothukkudi,christian,F,islam,2012,26
3-april-1970,coimbatore,hindu,M,islam,2012,26
24-december-1982,chennai,hindu,F,christian,2012,26
16-january-1985,virudhunagar,UNK,M,UNK,2012,26
21-november-1987,tiruvallur,hindu,F,islam,2012,26
3-january-1974,tiruvannamalai,hindu,M,islam,2012,26
17-may-1962,chennai,hindu,F,islam,2012,26
4-june-1986,namakkal,hindu,M,islam,2012,26
15-february-1989,chennai,hindu,F,christian,2012,26
20-july-1983,tiruvallur,hindu,M,christian,2012,26
10-august-1964,madurai,hindu,M,christian,2012,26
25-may-1964,kanyakumari,hindu,M,christian,2012,26
8--,madurai,hindu,M,islam,2012,26
UNK,madurai,hindu,M,islam,2012,26
8-march-1990,chennai,hindu,F,christian,2012,26
10-january-1969,the-nilgiris,hindu,M,christian,2012,26
3-february-1980,the nilgiris,hindu,F,christian,2012,26
20-april-1962,ramanathapuram,christian,M,hindu,2012,26
2ndmay--,madurai,hindu,M,islam,2012,26
15-may-1964,ramanathapuram,christian,F,hindu,2012,26
23-july-1991,dindigul,hindu,F,islam,2012,26
1-january-1981,kanyakumari,hindu,F,christian,2012,26
1-may-1990,madurai,hindu,F,islam,2012,26
10-september-1978,coimbatore,hindu,M,islam,2012,26
8-july-1977,chennai,hindu,M,christian,2012,26
13-november-1984,chennai,hindu,M,islam,2012,26
9-march-1962,thenilgiris,christian,M,islam,2012,26
6-june-1991,chennai,hindu,F,islam,2012,26
5-may-1986,thenilgiris,christian,M,islam,2012,26
UNK,chennai,hindu,M,christian,2012,26
1-march-1985,karur,hindu,F,islam,2012,26
3-july-1982,karur,hindu,F,islam,2012,26
5-may-1991,tiruvallur,hindu,F,islam,2012,26
UNK,ramanathapuram,hindu,M,islam,2012,26
6-december-1985,chennai,hindu,F,islam,2012,26
